P-value Rank,Percent Discovered Mitocarta Genes
12230,96.56
12231,96.56
12232,96.56
12233,96.56
12234,96.56
12235,96.56
12236,96.56
12237,96.56
12238,96.56
12239,96.56
12240,96.56
12241,96.56
12242,96.56
12243,96.56
12244,96.56
12245,96.56
12246,96.56
12247,96.56
12248,96.56
12249,96.56
12250,96.56
12251,96.56
12252,96.65
12253,96.65
12254,96.65
12255,96.65
12256,96.65
12257,96.65
12258,96.65
12259,96.65
12260,96.65
12261,96.65
12262,96.65
12263,96.65
12264,96.65
12265,96.65
12266,96.65
12267,96.65
12268,96.65
12269,96.65
12270,96.65
12271,96.65
12272,96.65
12273,96.65
12274,96.65
12275,96.65
12276,96.65
12277,96.65
12278,96.65
12279,96.65
12280,96.65
12281,96.65
12282,96.65
12283,96.65
12284,96.65
12285,96.65
12286,96.65
12287,96.65
12288,96.65
12289,96.65
12290,96.65
12291,96.65
12292,96.65
12293,96.65
12294,96.65
12295,96.65
12296,96.65
12297,96.65
12298,96.65
12299,96.65
12300,96.65
12301,96.65
12302,96.65
12303,96.65
12304,96.65
12305,96.65
12306,96.65
12307,96.65
12308,96.65
12309,96.65
12310,96.65
12311,96.65
12312,96.65
12313,96.65
12314,96.65
12315,96.65
12316,96.65
12317,96.65
12318,96.65
12319,96.65
12320,96.65
12321,96.65
12322,96.65
12323,96.65
12324,96.65
12325,96.65
12326,96.65
12327,96.65
12328,96.65
12329,96.65
12330,96.65
12331,96.65
12332,96.65
12333,96.65
12334,96.65
12335,96.65
12336,96.65
12337,96.65
12338,96.65
12339,96.65
12340,96.65
12341,96.65
12342,96.65
12343,96.65
12344,96.65
12345,96.65
12346,96.65
12347,96.65
12348,96.65
12349,96.65
12350,96.65
12351,96.65
12352,96.65
12353,96.65
12354,96.65
12355,96.65
12356,96.65
12357,96.65
12358,96.65
12359,96.65
12360,96.65
12361,96.65
12362,96.65
12363,96.65
12364,96.65
12365,96.65
12366,96.65
12367,96.65
12368,96.65
12369,96.65
12370,96.65
12371,96.65
12372,96.65
12373,96.65
12374,96.65
12375,96.65
12376,96.65
12377,96.65
12378,96.65
12379,96.65
12380,96.65
12381,96.65
12382,96.65
12383,96.65
12384,96.65
12385,96.65
12386,96.65
12387,96.65
12388,96.65
12389,96.65
12390,96.65
12391,96.65
12392,96.65
12393,96.65
12394,96.65
12395,96.65
12396,96.65
12397,96.65
12398,96.65
12399,96.65
12400,96.65
12401,96.65
12402,96.65
12403,96.65
12404,96.65
12405,96.65
12406,96.65
12407,96.65
12408,96.65
12409,96.65
12410,96.65
12411,96.65
12412,96.65
12413,96.65
12414,96.65
12415,96.65
12416,96.65
12417,96.65
12418,96.65
12419,96.65
12420,96.65
12421,96.65
12422,96.65
12423,96.65
12424,96.65
12425,96.65
12426,96.65
12427,96.65
12428,96.65
12429,96.65
12430,96.65
12431,96.65
12432,96.65
12433,96.65
12434,96.65
12435,96.65
12436,96.65
12437,96.65
12438,96.65
12439,96.65
12440,96.65
12441,96.65
12442,96.65
12443,96.65
12444,96.65
12445,96.65
12446,96.65
12447,96.65
12448,96.65
12449,96.65
12450,96.65
12451,96.65
12452,96.65
12453,96.65
12454,96.65
12455,96.65
12456,96.65
12457,96.65
12458,96.65
12459,96.65
12460,96.65
12461,96.65
12462,96.65
12463,96.65
12464,96.65
12465,96.65
12466,96.65
12467,96.65
12468,96.65
12469,96.65
12470,96.65
12471,96.65
12472,96.65
12473,96.65
12474,96.65
12475,96.65
12476,96.65
12477,96.65
12478,96.65
12479,96.65
12480,96.65
12481,96.65
12482,96.65
12483,96.65
12484,96.65
12485,96.65
12486,96.65
12487,96.65
12488,96.65
12489,96.65
12490,96.65
12491,96.65
12492,96.65
12493,96.65
12494,96.65
12495,96.65
12496,96.65
12497,96.65
12498,96.65
12499,96.65
12500,96.65
12501,96.65
12502,96.65
12503,96.65
12504,96.65
12505,96.65
12506,96.65
12507,96.65
12508,96.65
12509,96.65
12510,96.65
12511,96.65
12512,96.65
12513,96.65
12514,96.65
12515,96.65
12516,96.65
12517,96.65
12518,96.65
12519,96.65
12520,96.65
12521,96.65
12522,96.65
12523,96.65
12524,96.65
12525,96.65
12526,96.65
12527,96.65
12528,96.65
12529,96.65
12530,96.65
12531,96.65
12532,96.65
12533,96.65
12534,96.65
12535,96.65
12536,96.65
12537,96.65
12538,96.65
12539,96.65
12540,96.65
12541,96.65
12542,96.65
12543,96.65
12544,96.65
12545,96.65
12546,96.65
12547,96.65
12548,96.65
12549,96.65
12550,96.65
12551,96.65
12552,96.65
12553,96.65
12554,96.65
12555,96.65
12556,96.65
12557,96.65
12558,96.65
12559,96.65
12560,96.65
12561,96.65
12562,96.65
12563,96.65
12564,96.65
12565,96.65
12566,96.65
12567,96.65
12568,96.65
12569,96.65
12570,96.65
12571,96.65
12572,96.65
12573,96.65
12574,96.65
12575,96.65
12576,96.65
12577,96.65
12578,96.65
12579,96.65
12580,96.65
12581,96.65
12582,96.65
12583,96.65
12584,96.65
12585,96.65
12586,96.65
12587,96.65
12588,96.65
12589,96.65
12590,96.65
12591,96.65
12592,96.65
12593,96.65
12594,96.65
12595,96.65
12596,96.65
12597,96.65
12598,96.65
12599,96.65
12600,96.65
12601,96.65
12602,96.65
12603,96.65
12604,96.65
12605,96.65
12606,96.65
12607,96.65
12608,96.65
12609,96.65
12610,96.65
12611,96.65
12612,96.65
12613,96.65
12614,96.65
12615,96.65
12616,96.65
12617,96.65
12618,96.65
12619,96.65
12620,96.65
12621,96.65
12622,96.65
12623,96.65
12624,96.65
12625,96.65
12626,96.65
12627,96.65
12628,96.65
12629,96.65
12630,96.65
12631,96.65
12632,96.65
12633,96.65
12634,96.65
12635,96.65
12636,96.65
12637,96.65
12638,96.65
12639,96.65
12640,96.65
12641,96.65
12642,96.65
12643,96.65
12644,96.65
12645,96.65
12646,96.65
12647,96.65
12648,96.65
12649,96.65
12650,96.65
12651,96.65
12652,96.65
12653,96.65
12654,96.65
12655,96.65
12656,96.65
12657,96.65
12658,96.65
12659,96.65
12660,96.65
12661,96.65
12662,96.65
12663,96.65
12664,96.65
12665,96.65
12666,96.65
12667,96.65
12668,96.65
12669,96.65
12670,96.65
12671,96.65
12672,96.65
12673,96.65
12674,96.65
12675,96.65
12676,96.65
12677,96.65
12678,96.65
12679,96.65
12680,96.65
12681,96.65
12682,96.65
12683,96.65
12684,96.65
12685,96.65
12686,96.65
12687,96.65
12688,96.65
12689,96.65
12690,96.65
12691,96.65
12692,96.65
12693,96.65
12694,96.65
12695,96.65
12696,96.65
12697,96.65
12698,96.65
12699,96.65
12700,96.65
12701,96.65
12702,96.65
12703,96.65
12704,96.65
12705,96.65
12706,96.65
12707,96.65
12708,96.65
12709,96.65
12710,96.65
12711,96.65
12712,96.65
12713,96.65
12714,96.65
12715,96.65
12716,96.65
12717,96.65
12718,96.65
12719,96.65
12720,96.65
12721,96.65
12722,96.65
12723,96.65
12724,96.65
12725,96.65
12726,96.65
12727,96.65
12728,96.65
12729,96.65
12730,96.65
12731,96.65
12732,96.65
12733,96.65
12734,96.65
12735,96.65
12736,96.65
12737,96.65
12738,96.65
12739,96.65
12740,96.65
12741,96.65
12742,96.65
12743,96.65
12744,96.65
12745,96.65
12746,96.65
12747,96.65
12748,96.65
12749,96.65
12750,96.65
12751,96.65
12752,96.65
12753,96.65
12754,96.65
12755,96.65
12756,96.65
12757,96.65
12758,96.65
12759,96.65
12760,96.65
12761,96.65
12762,96.65
12763,96.65
12764,96.65
12765,96.65
12766,96.65
12767,96.65
12768,96.65
12769,96.65
12770,96.65
12771,96.65
12772,96.65
12773,96.65
12774,96.65
12775,96.65
12776,96.65
12777,96.65
12778,96.65
12779,96.65
12780,96.65
12781,96.65
12782,96.65
12783,96.65
12784,96.65
12785,96.65
12786,96.65
12787,96.65
12788,96.65
12789,96.65
12790,96.65
12791,96.65
12792,96.65
12793,96.65
12794,96.65
12795,96.65
12796,96.65
12797,96.65
12798,96.65
12799,96.65
12800,96.65
12801,96.65
12802,96.65
12803,96.65
12804,96.65
12805,96.65
12806,96.65
12807,96.65
12808,96.65
12809,96.65
12810,96.65
12811,96.65
12812,96.65
12813,96.65
12814,96.65
12815,96.65
12816,96.65
12817,96.65
12818,96.65
12819,96.65
12820,96.65
12821,96.65
12822,96.65
12823,96.65
12824,96.65
12825,96.65
12826,96.65
12827,96.65
12828,96.65
12829,96.65
12830,96.65
12831,96.65
12832,96.65
12833,96.65
12834,96.65
12835,96.65
12836,96.65
12837,96.65
12838,96.65
12839,96.65
12840,96.65
12841,96.65
12842,96.65
12843,96.65
12844,96.65
12845,96.65
12846,96.65
12847,96.65
12848,96.65
12849,96.65
12850,96.65
12851,96.65
12852,96.65
12853,96.65
12854,96.65
12855,96.65
12856,96.65
12857,96.65
12858,96.65
12859,96.65
12860,96.65
12861,96.65
12862,96.65
12863,96.65
12864,96.65
12865,96.65
12866,96.65
12867,96.65
12868,96.65
12869,96.65
12870,96.65
12871,96.65
12872,96.65
12873,96.65
12874,96.65
12875,96.65
12876,96.65
12877,96.65
12878,96.65
12879,96.65
12880,96.65
12881,96.65
12882,96.65
12883,96.65
12884,96.65
12885,96.65
12886,96.65
12887,96.65
12888,96.65
12889,96.65
12890,96.65
12891,96.65
12892,96.65
12893,96.65
12894,96.65
12895,96.65
12896,96.65
12897,96.65
12898,96.65
12899,96.65
12900,96.65
12901,96.65
12902,96.65
12903,96.65
12904,96.65
12905,96.65
12906,96.65
12907,96.65
12908,96.65
12909,96.65
12910,96.65
12911,96.65
12912,96.65
12913,96.65
12914,96.65
12915,96.65
12916,96.65
12917,96.65
12918,96.65
12919,96.65
12920,96.65
12921,96.65
12922,96.65
12923,96.65
12924,96.65
12925,96.65
12926,96.65
12927,96.65
12928,96.65
12929,96.65
12930,96.65
12931,96.65
12932,96.65
12933,96.65
12934,96.65
12935,96.65
12936,96.65
12937,96.65
12938,96.65
12939,96.65
12940,96.65
12941,96.65
12942,96.65
12943,96.65
12944,96.65
12945,96.65
12946,96.65
12947,96.65
12948,96.65
12949,96.65
12950,96.65
12951,96.65
12952,96.65
12953,96.65
12954,96.65
12955,96.65
12956,96.65
12957,96.65
12958,96.65
12959,96.65
12960,96.65
12961,96.65
12962,96.65
12963,96.65
12964,96.65
12965,96.65
12966,96.65
12967,96.65
12968,96.65
12969,96.65
12970,96.65
12971,96.65
12972,96.65
12973,96.65
12974,96.65
12975,96.65
12976,96.65
12977,96.65
12978,96.65
12979,96.65
12980,96.65
12981,96.65
12982,96.65
12983,96.65
12984,96.65
12985,96.65
12986,96.65
12987,96.65
12988,96.65
12989,96.65
12990,96.65
12991,96.65
12992,96.65
12993,96.65
12994,96.65
12995,96.65
12996,96.65
12997,96.65
12998,96.65
12999,96.65
13000,96.65
13001,96.65
13002,96.65
13003,96.65
13004,96.65
13005,96.65
13006,96.65
13007,96.65
13008,96.65
13009,96.65
13010,96.65
13011,96.65
13012,96.65
13013,96.65
13014,96.65
13015,96.65
13016,96.65
13017,96.65
13018,96.65
13019,96.65
13020,96.65
13021,96.65
13022,96.65
13023,96.65
13024,96.65
13025,96.65
13026,96.65
13027,96.65
13028,96.65
13029,96.65
13030,96.65
13031,96.65
13032,96.65
13033,96.65
13034,96.65
13035,96.65
13036,96.65
13037,96.65
13038,96.65
13039,96.65
13040,96.65
13041,96.65
13042,96.65
13043,96.65
13044,96.65
13045,96.65
13046,96.65
13047,96.65
13048,96.65
13049,96.65
13050,96.65
13051,96.65
13052,96.65
13053,96.65
13054,96.65
13055,96.65
13056,96.65
13057,96.65
13058,96.65
13059,96.65
13060,96.65
13061,96.65
13062,96.65
13063,96.65
13064,96.65
13065,96.65
13066,96.65
13067,96.65
13068,96.65
13069,96.65
13070,96.65
13071,96.65
13072,96.65
13073,96.65
13074,96.65
13075,96.65
13076,96.65
13077,96.65
13078,96.65
13079,96.65
13080,96.65
13081,96.65
13082,96.65
13083,96.65
13084,96.65
13085,96.65
13086,96.65
13087,96.65
13088,96.65
13089,96.65
13090,96.65
13091,96.65
13092,96.65
13093,96.65
13094,96.65
13095,96.65
13096,96.65
13097,96.65
13098,96.65
13099,96.65
13100,96.65
13101,96.65
13102,96.65
13103,96.65
13104,96.65
13105,96.65
13106,96.65
13107,96.65
13108,96.65
13109,96.65
13110,96.65
13111,96.65
13112,96.65
13113,96.65
13114,96.65
13115,96.65
13116,96.65
13117,96.65
13118,96.65
13119,96.65
13120,96.65
13121,96.65
13122,96.65
13123,96.65
13124,96.65
13125,96.65
13126,96.65
13127,96.65
13128,96.65
13129,96.65
13130,96.65
13131,96.65
13132,96.65
13133,96.65
13134,96.65
13135,96.65
13136,96.65
13137,96.65
13138,96.65
13139,96.65
13140,96.65
13141,96.65
13142,96.65
13143,96.65
13144,96.65
13145,96.65
13146,96.65
13147,96.65
13148,96.65
13149,96.65
13150,96.65
13151,96.65
13152,96.74
13153,96.74
13154,96.74
13155,96.74
13156,96.74
13157,96.74
13158,96.74
13159,96.74
13160,96.74
13161,96.74
13162,96.74
13163,96.74
13164,96.74
13165,96.74
13166,96.74
13167,96.74
13168,96.74
13169,96.74
13170,96.74
13171,96.74
13172,96.74
13173,96.74
13174,96.74
13175,96.74
13176,96.74
13177,96.74
13178,96.74
13179,96.74
13180,96.74
13181,96.74
13182,96.74
13183,96.74
13184,96.74
13185,96.74
13186,96.74
13187,96.74
13188,96.74
13189,96.74
13190,96.74
13191,96.74
13192,96.74
13193,96.74
13194,96.74
13195,96.74
13196,96.74
13197,96.74
13198,96.74
13199,96.74
13200,96.74
13201,96.74
13202,96.74
13203,96.74
13204,96.74
13205,96.74
13206,96.74
13207,96.74
13208,96.74
13209,96.74
13210,96.74
13211,96.74
13212,96.74
13213,96.74
13214,96.74
13215,96.74
13216,96.74
13217,96.74
13218,96.74
13219,96.74
13220,96.74
13221,96.74
13222,96.74
13223,96.74
13224,96.74
13225,96.74
13226,96.74
13227,96.74
13228,96.74
13229,96.74
13230,96.74
13231,96.74
13232,96.74
13233,96.74
13234,96.74
13235,96.74
13236,96.74
13237,96.74
13238,96.74
13239,96.74
13240,96.74
13241,96.74
13242,96.74
13243,96.74
13244,96.74
13245,96.74
13246,96.74
13247,96.74
13248,96.74
13249,96.74
13250,96.74
13251,96.74
13252,96.74
13253,96.74
13254,96.74
13255,96.74
13256,96.74
13257,96.74
13258,96.74
13259,96.74
13260,96.74
13261,96.74
13262,96.74
13263,96.74
13264,96.74
13265,96.74
13266,96.74
13267,96.74
13268,96.74
13269,96.74
13270,96.74
13271,96.74
13272,96.74
13273,96.74
13274,96.74
13275,96.74
13276,96.74
13277,96.74
13278,96.74
13279,96.74
13280,96.74
13281,96.74
13282,96.74
13283,96.74
13284,96.74
13285,96.74
13286,96.74
13287,96.74
13288,96.74
13289,96.74
13290,96.74
13291,96.74
13292,96.74
13293,96.74
13294,96.74
13295,96.74
13296,96.74
13297,96.74
13298,96.74
13299,96.74
13300,96.74
13301,96.74
13302,96.74
13303,96.74
13304,96.74
13305,96.74
13306,96.74
13307,96.74
13308,96.74
13309,96.74
13310,96.74
13311,96.74
13312,96.74
13313,96.74
13314,96.74
13315,96.74
13316,96.74
13317,96.74
13318,96.74
13319,96.74
13320,96.74
13321,96.74
13322,96.74
13323,96.74
13324,96.74
13325,96.74
13326,96.74
13327,96.74
13328,96.74
13329,96.74
13330,96.74
13331,96.74
13332,96.74
13333,96.74
13334,96.74
13335,96.74
13336,96.83
13337,96.83
13338,96.83
13339,96.83
13340,96.83
13341,96.83
13342,96.83
13343,96.83
13344,96.91
13345,96.91
13346,96.91
13347,96.91
13348,96.91
13349,96.91
13350,96.91
13351,96.91
13352,96.91
13353,96.91
13354,96.91
13355,96.91
13356,96.91
13357,96.91
13358,96.91
13359,96.91
13360,96.91
13361,96.91
13362,96.91
13363,96.91
13364,96.91
13365,96.91
13366,96.91
13367,96.91
13368,96.91
13369,96.91
13370,96.91
13371,96.91
13372,96.91
13373,96.91
13374,96.91
13375,96.91
13376,96.91
13377,96.91
13378,96.91
13379,96.91
13380,96.91
13381,96.91
13382,96.91
13383,96.91
13384,96.91
13385,96.91
13386,96.91
13387,96.91
13388,96.91
13389,96.91
13390,96.91
13391,96.91
13392,96.91
13393,96.91
13394,96.91
13395,96.91
13396,96.91
13397,96.91
13398,96.91
13399,96.91
13400,96.91
13401,96.91
13402,96.91
13403,96.91
13404,96.91
13405,96.91
13406,96.91
13407,96.91
13408,96.91
13409,96.91
13410,96.91
13411,96.91
13412,96.91
13413,96.91
13414,96.91
13415,96.91
13416,96.91
13417,96.91
13418,96.91
13419,96.91
13420,96.91
13421,96.91
13422,96.91
13423,96.91
13424,96.91
13425,96.91
13426,96.91
13427,96.91
13428,96.91
13429,96.91
13430,96.91
13431,96.91
13432,96.91
13433,96.91
13434,96.91
13435,96.91
13436,96.91
13437,96.91
13438,96.91
13439,96.91
13440,96.91
13441,96.91
13442,96.91
13443,96.91
13444,96.91
13445,96.91
13446,96.91
13447,96.91
13448,96.91
13449,96.91
13450,96.91
13451,96.91
13452,96.91
13453,96.91
13454,96.91
13455,96.91
13456,96.91
13457,96.91
13458,96.91
13459,96.91
13460,96.91
13461,96.91
13462,96.91
13463,96.91
13464,96.91
13465,96.91
13466,96.91
13467,96.91
13468,96.91
13469,96.91
13470,96.91
13471,96.91
13472,96.91
13473,96.91
13474,96.91
13475,96.91
13476,96.91
13477,96.91
13478,96.91
13479,96.91
13480,96.91
13481,96.91
13482,96.91
13483,96.91
13484,96.91
13485,96.91
13486,96.91
13487,96.91
13488,96.91
13489,96.91
13490,96.91
13491,96.91
13492,96.91
13493,96.91
13494,96.91
13495,96.91
13496,96.91
13497,96.91
13498,96.91
13499,96.91
13500,96.91
13501,96.91
13502,96.91
13503,96.91
13504,96.91
13505,96.91
13506,96.91
13507,96.91
13508,96.91
13509,96.91
13510,96.91
13511,96.91
13512,96.91
13513,97.00
13514,97.00
13515,97.00
13516,97.00
13517,97.00
13518,97.00
13519,97.00
13520,97.00
13521,97.00
13522,97.00
13523,97.00
13524,97.00
13525,97.00
13526,97.00
13527,97.00
13528,97.00
13529,97.00
13530,97.00
13531,97.00
13532,97.00
13533,97.00
13534,97.00
13535,97.00
13536,97.00
13537,97.00
13538,97.00
13539,97.00
13540,97.00
13541,97.00
13542,97.00
13543,97.00
13544,97.00
13545,97.00
13546,97.00
13547,97.00
13548,97.00
13549,97.00
13550,97.00
13551,97.00
13552,97.00
13553,97.00
13554,97.00
13555,97.00
13556,97.00
13557,97.00
13558,97.00
13559,97.00
13560,97.00
13561,97.00
13562,97.00
13563,97.00
13564,97.00
13565,97.00
13566,97.00
13567,97.00
13568,97.00
13569,97.00
13570,97.00
13571,97.00
13572,97.00
13573,97.00
13574,97.00
13575,97.00
13576,97.00
13577,97.00
13578,97.00
13579,97.00
13580,97.00
13581,97.00
13582,97.00
13583,97.00
13584,97.00
13585,97.00
13586,97.00
13587,97.00
13588,97.00
13589,97.00
13590,97.00
13591,97.00
13592,97.00
13593,97.00
13594,97.00
13595,97.00
13596,97.00
13597,97.00
13598,97.00
13599,97.00
13600,97.00
13601,97.00
13602,97.00
13603,97.00
13604,97.00
13605,97.00
13606,97.00
13607,97.00
13608,97.00
13609,97.00
13610,97.00
13611,97.00
13612,97.00
13613,97.00
13614,97.00
13615,97.00
13616,97.00
13617,97.00
13618,97.00
13619,97.00
13620,97.00
13621,97.00
13622,97.00
13623,97.00
13624,97.00
13625,97.00
13626,97.00
13627,97.00
13628,97.00
13629,97.00
13630,97.00
13631,97.00
13632,97.00
13633,97.00
13634,97.00
13635,97.00
13636,97.00
13637,97.00
13638,97.00
13639,97.00
13640,97.00
13641,97.00
13642,97.00
13643,97.00
13644,97.00
13645,97.00
13646,97.00
13647,97.00
13648,97.00
13649,97.00
13650,97.00
13651,97.00
13652,97.00
13653,97.00
13654,97.00
13655,97.00
13656,97.00
13657,97.00
13658,97.00
13659,97.00
13660,97.00
13661,97.00
13662,97.00
13663,97.00
13664,97.00
13665,97.00
13666,97.00
13667,97.00
13668,97.00
13669,97.00
13670,97.00
13671,97.00
13672,97.00
13673,97.00
13674,97.00
13675,97.00
13676,97.00
13677,97.00
13678,97.00
13679,97.00
13680,97.00
13681,97.00
13682,97.00
13683,97.00
13684,97.00
13685,97.00
13686,97.00
13687,97.00
13688,97.00
13689,97.00
13690,97.00
13691,97.00
13692,97.00
13693,97.00
13694,97.00
13695,97.00
